Voyage_ID,Date,Ship_Type,Cargo_Weight_tons,Operational_Cost_USD,Revenue_per_Voyage_USD,Average_Load_Percentage,Seasonal_Impact_Score
1,2023-06-04,Container Ship,1959.0178824609432,483832.3545402914,292183.27310355654,93.76924946510128,1.415653291008493
2,2023-06-11,Fish Carrier,162.39471156248413,483388.0005087935,883765.7873601974,93.89537229627484,0.8856477740728638
3,2023-06-18,Container Ship,178.0409166047114,448543.4040437852,394018.7469035761,96.21824442784798,1.405813168988433
4,2023-06-25,Bulk Carrier,1737.3853461118108,261349.60544928096,87551.37517514905,66.19369844935224,1.3707042784314087
5,2023-07-02,Fish Carrier,260.5951033466188,287718.3751603411,676121.4596321962,80.00858071797757,0.5833833523053908
6,2023-07-09,Fish Carrier,1912.5097510947455,184569.0453837265,776698.3548489392,53.17489765880255,1.43772500490441
7,2023-07-16,Fish Carrier,1191.4364124422495,434449.263514218,739431.825389734,58.50863526954517,0.602931648375234
8,2023-07-23,Container Ship,318.4492646065337,348380.6082315945,462211.4021990334,94.5919723118904,1.4086633833128088
9,2023-07-30,,1953.447929197016,346071.5199416378,448682.8641282065,50.2470597856354,0.7649141332995151
10,2023-08-06,Container Ship,1843.438252438659,149790.20929058615,615230.8574911597,79.45133017707369,1.435568716419472
11,2023-08-13,Fish Carrier,1130.6046299405932,299189.32994697354,749334.9142324735,70.50444755684205,1.1052601927334038
12,2023-08-20,Tanker,441.2599689370488,481866.26163337374,738063.1712996331,65.98470405960155,0.9414481358752887
13,2023-08-27,Container Ship,389.1543981454012,481846.65743541706,738287.2821909467,84.0878022754275,0.5399906705716958
14,2023-09-03,Bulk Carrier,1109.8026614871585,47653.102980939286,288285.64920962404,87.95404370429772,1.041852381960147
15,2023-09-10,Tanker,771.04992199312,405463.9219621573,511613.24484996905,68.06759183939356,0.9904886448010956
16,2023-09-17,Tanker,403.8542842708816,424860.5709555665,633712.4507079498,74.51022102245939,1.3086865232254667
17,2023-09-24,Bulk Carrier,1552.2249896637222,270793.6804208148,475171.911477295,80.72855677860451,0.6875318217717346
18,2023-10-01,Tanker,409.2572678020376,256979.61044635315,870358.091615444,98.24495318861317,1.2667652513760137
19,2023-10-08,Fish Carrier,1694.16954822707,118688.61975278996,285852.40971497423,94.856796747489,0.7855436790710575
20,2023-10-15,Bulk Carrier,699.9804455373177,415284.9170108217,456418.0264874289,59.89197595786872,0.8491694637845948
21,2023-10-22,Container Ship,1084.2555946972957,377335.1828511095,371301.210298224,83.44322801329102,1.41790099006762
22,2023-10-29,Bulk Carrier,1100.9685524743634,441952.07732542045,666766.8828522678,92.18715846779658,0.8750325065939404
23,2023-11-05,,1725.687769931487,14878.151924120484,902159.3716958228,89.54612571367943,0.8647717089313639
24,2023-11-12,Container Ship,1690.483054504694,471255.4255418056,880435.929927906,68.65401765777871,0.6380190534450034
25,2023-11-19,,1741.081024541601,333900.5817345162,848139.2640942239,58.54123234670327,1.164694762063638
26,2023-11-26,Container Ship,1883.3325722836776,275322.8204725425,137635.11596444342,57.93752487850002,0.5180184588451767
27,2023-12-03,,53.51655310195799,114527.88093015488,506111.03774796857,66.67839298544563,0.7576878863234896
28,2023-12-10,Fish Carrier,1568.5283227722846,355591.14611143817,834101.7425863257,76.57843893417791,1.362142281977651
29,2023-12-17,Bulk Carrier,1961.250770340648,396658.3332033629,445673.619224784,91.23208269719964,1.283882453876124
30,2023-12-24,Fish Carrier,730.8652747669533,221816.83237758948,990098.802105868,65.92701637448815,1.1982718306809828
31,2023-12-31,Fish Carrier,687.1986673470615,470099.7471868531,744680.5994411045,72.22674119810888,0.9306708824720548
32,2024-01-07,Fish Carrier,1348.630861614327,280960.70862947666,996686.2211812148,68.68472666270353,0.8885338735802812
33,2024-01-14,Bulk Carrier,965.7388988661525,68846.08049631954,124317.07809242242,79.69627429723604,0.9658150998041006
34,2024-01-21,Tanker,964.4625761612426,297388.47912833607,929996.6107665148,84.89926921230585,1.3074078827731563
35,2024-01-28,Tanker,1707.6476283842103,33681.75559440062,896032.7120061885,53.95163244742362,0.764879043748765
36,2024-02-04,Container Ship,1312.8686577819658,308742.10699799785,311763.5552267561,66.40030951470499,0.5417226183656665
37,2024-02-11,Container Ship,247.27954332971447,348531.2487957669,708213.4963913569,58.44663825982487,0.9385601023398592
38,2024-02-18,Fish Carrier,1318.9004745901898,240552.9265188404,849331.5310694589,59.81211487019982,1.1222097350174196
39,2024-02-25,Tanker,1806.104251258819,133451.0642440506,605876.2128431511,94.98060506369774,0.9936935959233592
40,2024-03-03,Fish Carrier,1182.9301624598884,282347.7956042516,432936.00648545165,60.96543626214192,1.160802602835008
41,2024-03-10,Container Ship,166.63560165312433,126959.53245063649,891748.2592050214,98.8772320650066,1.0423444752426878
42,2024-03-17,Fish Carrier,1501.248041092048,311525.59705246735,700534.0614604736,55.57671220543142,1.4714393223623028
43,2024-03-24,Tanker,858.1013194751816,70720.33393137551,382123.5851318304,85.8786744086359,0.7934012693911392
